path,quality,group,gsplit
Fruits/Bad Quality_Fruits/Banana_Bad/banana_002_015.jpg,Bad,240,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_033_014.jpg,Bad,241,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_016_008.jpg,Bad,242,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_029_009.jpg,Bad,243,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_007_008.jpg,Bad,244,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_008_003.jpg,Bad,245,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_026_008.jpg,Bad,246,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_028_011.jpg,Bad,231,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_002_008.jpg,Bad,247,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_020_014.jpg,Bad,248,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_016_014.jpg,Bad,249,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_035_003.jpg,Bad,250,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_012_008.jpg,Bad,251,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_039_003.jpg,Bad,252,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_003_015.jpg,Bad,253,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_002_009.jpg,Bad,247,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_027_008.jpg,Bad,254,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_029_008.jpg,Bad,243,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_011_015.jpg,Bad,255,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_028_003.jpg,Bad,256,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_021_008.jpg,Bad,239,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_001_014.jpg,Bad,257,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_020_016.jpg,Bad,258,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_025_008.jpg,Bad,259,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_013_009.jpg,Bad,224,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_017_003.jpg,Bad,260,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_019_016.jpg,Bad,261,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_019_015.jpg,Bad,262,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_014_003.jpg,Bad,263,test
Fruits/Bad Quality_Fruits/Banana_Bad/foto_1.jpeg,Bad,158,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_039_001.jpg,Bad,264,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_002_003.jpg,Bad,265,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_002_014.jpg,Bad,266,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_018_009.jpg,Bad,267,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_024_014.jpg,Bad,268,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_040_014.jpg,Bad,269,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_027_003.jpg,Bad,270,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_013_003.jpg,Bad,271,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_038_014.jpg,Bad,272,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_015_009.jpg,Bad,273,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_016_009.jpg,Bad,242,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_003_014.jpg,Bad,274,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_018_014.jpg,Bad,275,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_039_002.jpg,Bad,276,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_001_015.jpg,Bad,277,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_031_015.jpg,Bad,161,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_021_016.jpg,Bad,278,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_009_003.jpg,Bad,279,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_011_008.jpg,Bad,280,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_012_014.jpg,Bad,281,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_039_004.jpg,Bad,282,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_022_008.jpg,Bad,283,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_025_014.jpg,Bad,284,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_014_009.jpg,Bad,285,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_009_015.jpg,Bad,286,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_035_016.jpg,Bad,287,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_028_016.jpg,Bad,288,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_022_003.jpg,Bad,289,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_035_008.jpg,Bad,290,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_031_008.jpg,Bad,291,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_018_008.jpg,Bad,267,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_022_014.jpg,Bad,292,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_035_009.jpg,Bad,290,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_027_015.jpg,Bad,293,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_015_014.jpg,Bad,294,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_026_016.jpg,Bad,295,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_010_016.jpg,Bad,296,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_029_014.jpg,Bad,297,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_037_008.jpg,Bad,298,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_032_014.jpg,Bad,299,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_028_013.jpg,Bad,300,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_019_003.jpg,Bad,301,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_037_014.jpg,Bad,302,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_013_016.jpg,Bad,303,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_031_003.jpg,Bad,304,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_038_016.jpg,Bad,305,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_016_003.jpg,Bad,306,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_029_015.jpg,Bad,307,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_004_016.jpg,Bad,308,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_016_015.jpg,Bad,309,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_005_003.jpg,Bad,310,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_006_008.jpg,Bad,311,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_028_001.jpg,Bad,312,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_011_016.jpg,Bad,313,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_023_015.jpg,Bad,293,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_014_008.jpg,Bad,285,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_001_008.jpg,Bad,314,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_005_008.jpg,Bad,315,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_036_003.jpg,Bad,316,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_028_002.jpg,Bad,317,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_015_003.jpg,Bad,318,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_019_009.jpg,Bad,194,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_008_016.jpg,Bad,319,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_036_016.jpg,Bad,320,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_036_008.jpg,Bad,321,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_033_008.jpg,Bad,322,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_024_009.jpg,Bad,323,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_018_015.jpg,Bad,262,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_006_015.jpg,Bad,324,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_004_014.jpg,Bad,325,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_017_014.jpg,Bad,326,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_007_015.jpg,Bad,327,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_003_008.jpg,Bad,328,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_019_014.jpg,Bad,329,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_040_015.jpg,Bad,161,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_028_015.jpg,Bad,330,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_029_016.jpg,Bad,331,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_024_008.jpg,Bad,323,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_030_003.jpg,Bad,332,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_023_014.jpg,Bad,333,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_006_003.jpg,Bad,334,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_024_016.jpg,Bad,335,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_021_015.jpg,Bad,336,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_021_014.jpg,Bad,337,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_040_008.jpg,Bad,338,val
Fruits/Bad Quality_Fruits/Banana_Bad/banana_031_014.jpg,Bad,339,test
Fruits/Bad Quality_Fruits/Banana_Bad/banana_015_008.jpg,Bad,273,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_016_016.jpg,Bad,340,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_004_015.jpg,Bad,341,train
Fruits/Bad Quality_Fruits/Banana_Bad/banana_008_014.jpg,Bad,342,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad28_aug_7.jpg,Bad,343,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad6.jpg,Bad,344,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad17_aug_7.jpg,Bad,345,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad29_aug_5.jpg,Bad,346,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad9_aug_6.jpg,Bad,347,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad22_aug_5.jpg,Bad,348,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad21_aug_4.jpg,Bad,349,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad1_aug_3.jpg,Bad,350,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad3_aug_5.jpg,Bad,351,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad24_aug_2.jpg,Bad,352,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad26_aug_7.jpg,Bad,353,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad13_aug_9.jpg,Bad,354,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad9_aug_5.jpg,Bad,355,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad11_aug_6.jpg,Bad,356,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad3.jpg,Bad,357,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad30.jpg,Bad,358,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad15_aug_3.jpg,Bad,359,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad22_aug_4.jpg,Bad,360,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad3_aug_6.jpg,Bad,361,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad25.jpg,Bad,362,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad22.jpg,Bad,363,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad4_aug_6.jpg,Bad,364,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad8_aug_8.jpg,Bad,365,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad19_aug_7.jpg,Bad,366,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad28_aug_8.jpg,Bad,367,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad26_aug_2.jpg,Bad,368,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad13.jpg,Bad,369,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad16_aug_6.jpg,Bad,370,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad30_aug_8.jpg,Bad,371,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad18_aug_6.jpg,Bad,372,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad11.jpg,Bad,373,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad28_aug_6.jpg,Bad,374,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad1.jpg,Bad,375,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad11_aug_8.jpg,Bad,376,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad13_aug_8.jpg,Bad,377,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad20.jpg,Bad,378,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad2.jpg,Bad,379,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad17_aug_5.jpg,Bad,380,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad16_aug_7.jpg,Bad,381,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad10_aug_2.jpg,Bad,382,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad6_aug_6.jpg,Bad,383,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad4.jpg,Bad,384,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad12.jpg,Bad,385,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad21_aug_3.jpg,Bad,386,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad27_aug_7.jpg,Bad,387,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad23_aug_3.jpg,Bad,388,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad7.jpg,Bad,389,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad8_aug_9.jpg,Bad,390,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad16_aug_8.jpg,Bad,391,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad1_aug_6.jpg,Bad,392,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad30_aug_7.jpg,Bad,393,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad4_aug_4.jpg,Bad,394,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad18_aug_8.jpg,Bad,395,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad29_aug_6.jpg,Bad,396,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad2_aug_2.jpg,Bad,397,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad26_aug_8.jpg,Bad,398,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad14_aug_5.jpg,Bad,399,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad21_aug_5.jpg,Bad,400,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad29.jpg,Bad,401,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad19_aug_9.jpg,Bad,402,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad13_aug_5.jpg,Bad,403,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad10_aug_3.jpg,Bad,404,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad14_aug_7.jpg,Bad,405,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad19_aug_8.jpg,Bad,406,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad8_aug_7.jpg,Bad,407,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad27.jpg,Bad,408,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad8_aug_6.jpg,Bad,409,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad17_aug_6.jpg,Bad,410,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad7_aug_5.jpg,Bad,411,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad23_aug_5.jpg,Bad,412,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad26_aug_9.jpg,Bad,413,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad14_aug_8.jpg,Bad,414,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad16.jpg,Bad,415,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad10_aug_5.jpg,Bad,416,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad14.jpg,Bad,417,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad11_aug_5.jpg,Bad,418,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad19_aug_6.jpg,Bad,419,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad23.jpg,Bad,420,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad17_aug_4.jpg,Bad,421,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad30_aug_6.jpg,Bad,422,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad5.jpg,Bad,423,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad22_aug_7.jpg,Bad,424,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad13_aug_7.jpg,Bad,425,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad26_aug_5.jpg,Bad,426,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad28_aug_9.jpg,Bad,427,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad5_aug_5.jpg,Bad,428,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad30_aug_5.jpg,Bad,429,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad27_aug_6.jpg,Bad,430,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad13_aug_6.jpg,Bad,431,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad18_aug_9.jpg,Bad,432,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad23_aug_4.jpg,Bad,433,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad18_aug_7.jpg,Bad,434,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad7_aug_4.jpg,Bad,435,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad4_aug_5.jpg,Bad,436,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad24_aug_1.jpg,Bad,437,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad21.jpg,Bad,438,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad8.jpg,Bad,439,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad15_aug_2.jpg,Bad,440,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad29_aug_4.jpg,Bad,441,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad16_aug_4.jpg,Bad,442,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad18.jpg,Bad,443,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad28.jpg,Bad,444,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad22_aug_6.jpg,Bad,445,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad11_aug_7.jpg,Bad,446,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad30_aug_4.jpg,Bad,447,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad15.jpg,Bad,448,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad21_aug_2.jpg,Bad,449,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad5_aug_7.jpg,Bad,450,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad19.jpg,Bad,451,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad1_aug_5.jpg,Bad,452,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad24_aug_0.jpg,Bad,453,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad1_aug_4.jpg,Bad,454,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad6_aug_5.jpg,Bad,455,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad28_aug_5.jpg,Bad,456,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad4_aug_8.jpg,Bad,457,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad2_aug_1.jpg,Bad,458,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad17.jpg,Bad,459,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad6_aug_4.jpg,Bad,460,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad6_aug_7.jpg,Bad,461,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad23_aug_6.jpg,Bad,462,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad5_aug_6.jpg,Bad,463,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad3_aug_7.jpg,Bad,464,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad22_aug_8.jpg,Bad,465,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad9_aug_3.jpg,Bad,466,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad24.jpg,Bad,467,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad14_aug_6.jpg,Bad,468,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad9.jpg,Bad,469,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad10_aug_4.jpg,Bad,470,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad9_aug_4.jpg,Bad,471,val
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad16_aug_5.jpg,Bad,472,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad3_aug_8.jpg,Bad,473,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad26.jpg,Bad,474,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad4_aug_7.jpg,Bad,475,train
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad10.jpg,Bad,476,test
Fruits/Bad Quality_Fruits/Guava_Bad/guava_bad6_aug_8.jpg,Bad,477,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070421_aug_007.jpg,Bad,478,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070614_aug_008.jpg,Bad,479,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070532_aug_002.jpg,Bad,480,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070548_aug_001.jpg,Bad,481,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070416_aug_005.jpg,Bad,482,val
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070613_aug_004.jpg,Bad,483,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070456_aug_002.jpg,Bad,484,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070603_aug_005.jpg,Bad,485,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070421_aug_005.jpg,Bad,486,test
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070613_aug_001.jpg,Bad,487,test
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070500_aug_004.jpg,Bad,488,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070424_aug_008.jpg,Bad,489,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070438_aug_004.jpg,Bad,490,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070532_aug_001.jpg,Bad,491,test
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070421_aug_003.jpg,Bad,492,val
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070416_aug_004.jpg,Bad,493,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070436_aug_004.jpg,Bad,494,val
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070436_aug_007.jpg,Bad,495,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070421_aug_002.jpg,Bad,496,test
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070436_aug_006.jpg,Bad,497,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070551_aug_006.jpg,Bad,498,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070416_aug_001.jpg,Bad,499,val
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070614_aug_007.jpg,Bad,500,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070424_aug_001.jpg,Bad,501,val
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070538_aug_004.jpg,Bad,502,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070438_aug_005.jpg,Bad,503,test
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070613_aug_006.jpg,Bad,504,val
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070500_aug_008.jpg,Bad,505,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070438_aug_002.jpg,Bad,506,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070456_aug_006.jpg,Bad,507,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070426_aug_006.jpg,Bad,508,val
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070426_aug_001.jpg,Bad,509,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070614_aug_003.jpg,Bad,510,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070614_aug_001.jpg,Bad,511,test
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070436_aug_002.jpg,Bad,512,val
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070424_aug_007.jpg,Bad,513,val
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070538_aug_008.jpg,Bad,514,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070532_aug_003.jpg,Bad,515,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070556_aug_008.jpg,Bad,516,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070548_aug_002.jpg,Bad,517,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070603_aug_006.jpg,Bad,518,test
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070551_aug_004.jpg,Bad,519,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070554_aug_003.jpg,Bad,520,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070518_aug_004.jpg,Bad,521,train
Fruits/Bad Quality_Fruits/Lime_Bad/20260602_070556_aug_007.jpg,Bad,522,train
